nivel,entidad,programa,subprograma,anho,monto,,
12-PODER EJECUTIVO,05-MINISTERIO DE DEFENSA NACIONAL,"3- - INFORME FINANCIERO, CONTABLE Y PATRIMONIALES ELABORADOS.
- MANUAL DE ORGANIZACIÓN Y FUNCIONES ELABORADO.
- DOCUMENTACIONES PRESENTADOS EN TIEMPO UTIL.
- EJECUCIÓN PRESUPUESTARIA EN UN 95 % PARA EL PERIODO 2009.
- DISMINUIR EN UN 70 % LAS REPROGRAMACIO (...)",0- *,2013,567514168291,,
12-PODER EJECUTIVO,05-MINISTERIO DE DEFENSA NACIONAL,"3- - INFORME FINANCIERO, CONTABLE Y PATRIMONIALES ELABORADOS.
- MANUAL DE ORGANIZACIÓN Y FUNCIONES ELABORADO.
- DOCUMENTACIONES PRESENTADOS EN TIEMPO UTIL.
- EJECUCIÓN PRESUPUESTARIA EN UN 95 % PARA EL PERIODO 2009.
- DISMINUIR EN UN 70 % LAS REPROGRAMACIO (...)",0- *,2014,563303879256,,
25-EMPRESAS PÚBLICAS,02-ADMINISTRACIÓN NACIONAL DE ELECTRICIDAD,"3- - AVANCE FINANCIERO DE LAS DISTINTAS OBRAS
- AVANCE DE CRONOGRAMA DEL PROGRAMA
- AVANCE DE CRONOGRAMA DEL PROYECTO
- SERVICIOS DE CONSULTORIA RECIBIDOS
- AVANCE DE CRONOGRAMA DE LAS DISTINTAS OBRAS",0- *,2012,534593432149,,
12-PODER EJECUTIVO,13-MINISTERIO DE OBRAS PÚBLICAS Y COMUNICACIONES,2- *,"1- DENTRO DE ESTE SUBPROGRAMA SE CONTEMPLA EL PROYECTO DE CONSERVACION DE OBRAS VIALES, DESTINADO AL MANTENIMIENTO RUTINARIO Y PERIODICO DE LA RED VIAL NACIONAL, YA SEAN ESTOS POR ADMINISTRACION DIRECTA A TRAVÉS DE LOS DISTRITOS DE CONSERVACION VIAL DE LA  (...)",2015,530681398586,,
12-PODER EJECUTIVO,06-MINISTERIO DE HACIENDA,"3- PAGO A BENEFICIARIOS VETERANOS, HEREDEROS, PENSION ALIMENTARIA ADULTOS MAYORES, SUBSIDIOS A VETERANOS Y LISIADOS, PENSION GRACIABLE, GASTOS DE SEPELIO Y HABERES ATRASADOS POR RESOLUCION DPNC.",1- *,2014,530624290608,,
12-PODER EJECUTIVO,13-MINISTERIO DE OBRAS PÚBLICAS Y COMUNICACIONES,1- *,"2- DENTRO DE ESTE SUBPROGRAMA SE INCLUYEN TODOS LOS PROYECTOS DE CONSTRUCCION, REHABILITACION Y MEJORAMIENTO DE CAMINOS PAVIMENTADOS DE LA RED VIAL NACIONAL, A CARGO DE LA DIRECCION DE VIALIDAD.",2013,504653382018,,
12-PODER EJECUTIVO,06-MINISTERIO DE HACIENDA,"6- -TRANSFERENCIA DE RECURSOS FINANCIEROS A GOBIERNOS SUBNACIONALES.
-TIEMPO DE GESTIÓN Y TRÁMITES ADMINISTRATIVOS REALIZADOS.
",0- *,2011,492288299780,,
27-ENTIDADES FINANCIERAS OFICIALES,07-AGENCIA FINANCIERA DE DESARROLLO,1- *,0- *,2013,491195488376,,
12-PODER EJECUTIVO,06-MINISTERIO DE HACIENDA,"3- PAGO A BENEFICIARIOS VETERANOS, HEREDEROS, PENSION ALIMENTARIA ADULTOS MAYORES, SUBSIDIOS A VETERANOS Y LISIADOS, PENSION GRACIABLE, GASTOS DE SEPELIO Y HABERES ATRASADOS POR RESOLUCION DPNC.",0- *,2012,480574307651,,
12-PODER EJECUTIVO,05-MINISTERIO DE DEFENSA NACIONAL,"3- - INFORME FINANCIERO, CONTABLE Y PATRIMONIALES ELABORADOS.
- MANUAL DE ORGANIZACIÓN Y FUNCIONES ELABORADO.
- DOCUMENTACIONES PRESENTADOS EN TIEMPO UTIL.
- EJECUCIÓN PRESUPUESTARIA EN UN 95 % PARA EL PERIODO 2009.
- DISMINUIR EN UN 70 % LAS REPROGRAMACIO (...)",0- *,2012,462568937134,,
25-EMPRESAS PÚBLICAS,02-ADMINISTRACIÓN NACIONAL DE ELECTRICIDAD,"3- - AVANCE FINANCIERO DE LAS DISTINTAS OBRAS
- AVANCE DE CRONOGRAMA DEL PROGRAMA
- AVANCE DE CRONOGRAMA DEL PROYECTO
- SERVICIOS DE CONSULTORIA RECIBIDOS
- AVANCE DE CRONOGRAMA DE LAS DISTINTAS OBRAS",0- *,2011,459779256260,,
12-PODER EJECUTIVO,13-MINISTERIO DE OBRAS PÚBLICAS Y COMUNICACIONES,1- *,4- DENTRO DE ESTE SUBPROGRAMA SE CONTEMPLA EL PROYECTO DE CONSTRUCCION DE PAVIMENTO TIPO EMPEDRADO ASÍ COMO LA CONSTRUCCION DE OBRAS DE ARTE EN VARIOS TRAMOS CAMINEROS DE LA REPÚBLICA.,2014,455885726225,,
12-PODER EJECUTIVO,08-MINISTERIO DE SALUD PÚBLICA Y BIENESTAR SOCIAL,"1- -PROMOVER LA PARTICIPACIÓN CIUDADANA EN EL ACCIONAR DEL SISTEMA NACIONAL DE SALUD MEDIANTE PROCESOS DE INFORMACIÓN, EDUCACIÓN Y COMUNICACIÓN, QUE FOMENTEN LA PROMOCIÓN DE LA SALUD Y LA PREVENCIÓN DE ENFERMEDADES, EN EL ÁMBITO COLECTIVO, FAMILIAR E INDIV (...)","17- GESTIÓN EN TIEMPO Y FORMA DE LA ADQUISICION, ALMACENAMIENTO Y PROVISIÓN DE MEDICAMENTOS, INSUMOS, REACTIVOS, GASES MEDICINALES, INSTRUMENTALES Y EQUIPOS MEDICOS A LOS SERVICIOS DE SALUD DEL MSPYBS",2015,451130864292,,
12-PODER EJECUTIVO,10-MINISTERIO DE AGRICULTURA Y GANADERÍA,"1- - REALIZACIÓN Y PRESENTACIÓN DEL ANTEPROYECTO DE PRESUPUESTO EN TIEMPO Y FORMA
- GESTIONES ADMINISTRATIVAS INTERNAS Y EXTERNAS REALIZADAS CON EFICIENCIA
- TRÁMITES ADMINISTRATIVOS SIMPLIFICADOS Y AGILIZADOS
- RECURSOS HUMANOS CAPACITADOS SEGÚN RECURSOS  (...)",0- *,2015,441437555483,,
12-PODER EJECUTIVO,04-MINISTERIO DE RELACIONES EXTERIORES,"1- - COORDINACIÓN DE POLÍTICAS NEGOCIADAS E IMPLEMENTADAS.
- PROMOCIÓN DEL PAÍS EN EL EXTERIOR REALIZADAS.
- CONNACIONALES RESIDENTES PERMANENTES Y NO PERMANENTES ATENDIDOS.
- NEGOCIACIONES INTERNACIONALES Y REGIONALES EFECTUADAS.
- COOPERACIONES INTERNACI (...)",0- *,2015,419110651671,,
24-ENTIDADES PÚBLICAS DE SEGURIDAD SOCIAL,03-CAJA DE JUBILACIONES Y PENSIONES DEL PERSONAL DE LA ANDE,1- MEJORAMIENTO EN LA CALIDAD DE VIDA DE LOS AFILIADOS.,0- 0,2014,418928233915,,
12-PODER EJECUTIVO,13-MINISTERIO DE OBRAS PÚBLICAS Y COMUNICACIONES,2- *,4- DENTRO DE ESTE SUBPROGRAMA SE CONTEMPLA EL PROYECTO DE CONSTRUCCION DE PAVIMENTO TIPO EMPEDRADO ASÍ COMO LA CONSTRUCCION DE OBRAS DE ARTE EN VARIOS TRAMOS CAMINEROS DE LA REPÚBLICA.,2015,416983939136,,
28-UNIVERSIDADES NACIONALES,01-UNIVERSIDAD NACIONAL DE ASUNCIÓN,2- *,2- *,2015,402567241526,,
12-PODER EJECUTIVO,07-MINISTERIO DE EDUCACIÓN Y CULTURA,"1- - TIEMPO DE GESTIÓN DE LOS TRÁMITES ADMINISTRATIVOS.
- RECURSOS DEL MEC SALVAGUARDADOS.
- REMUNERACIONES BASICAS DEL PERSONAL OTORGADAS EN TIEMPO Y FORMA.
- BECAS OFRECIDAS POR LOS ORGANISMOS INTERNACIONALES DIFUNDIDAS EN FORMA OPORTUNA Y ADJUDICADAS CO (...)",0- *,2013,395357756791,,
12-PODER EJECUTIVO,06-MINISTERIO DE HACIENDA,"7- -TRANSFERENCIA DE RECURSOS FINANCIEROS A GOBIERNOS SUBNACIONALES.
-TIEMPO DE GESTIÓN Y TRÁMITES ADMINISTRATIVOS REALIZADOS.",0- *,2011,393899060853,,
24-ENTIDADES PÚBLICAS DE SEGURIDAD SOCIAL,03-CAJA DE JUBILACIONES Y PENSIONES DEL PERSONAL DE LA ANDE,1- MEJORAMIENTO EN LA CALIDAD DE VIDA DE LOS AFILIADOS.,0- 0,2012,388478295133,,
13-PODER JUDICIAL,03-MINISTERIO PÚBLICO,"1- FISCALIAS PENALES 
VELAR POR EL RESPETO DE LOS DERECHOS Y GARANTIAS CONSTITUCIONALES.
PROMOVER LA ACCION PARA DEFENDER EL PATRIMONIO PUBLICO Y SOCIAL DEL MADIO AMBIENTE Y DE LOS OTROS INTERESES DIFUSOS Y DE LOS DERECHOS DE LOS PUEBLOS INDIGENAS.
EJERCER (...)",1- *,2015,387192000483,,
24-ENTIDADES PÚBLICAS DE SEGURIDAD SOCIAL,04-CAJA DE JUBILACIONES Y PENSIONES DE EMPL. DE BANCOS Y AFINES,"1- -IMPLEMENTAR METODOS DE CALIDAD TOTAL, CON RECURSOS HUMANOS EFICIENTES, EFICAZ Y COMPETITIVO.
-TIEMPO DE PROCESAMIENTO DEL PAGO DE LAS OBLIGACIONES CONTRAIDAS.
-DECISIONES IMPARTIDAS A NIVEL GERENCIAL",0- *,2014,385802679898,,
24-ENTIDADES PÚBLICAS DE SEGURIDAD SOCIAL,04-CAJA DE JUBILACIONES Y PENSIONES DE EMPL. DE BANCOS Y AFINES,"1- -IMPLEMENTAR METODOS DE CALIDAD TOTAL, CON RECURSOS HUMANOS EFICIENTES, EFICAZ Y COMPETITIVO.
-TIEMPO DE PROCESAMIENTO DEL PAGO DE LAS OBLIGACIONES CONTRAIDAS.
-DECISIONES IMPARTIDAS A NIVEL GERENCIAL",0- *,2013,384065291129,,
23-ENTES AUTÓNOMOS Y AUTÁRQUICOS,10-COMISIÓN NACIONAL DE TELECOMUNICACIONES,1- -TRÁMITES ADMINISTRATIVOS REALIZADOS EN TIEMPO Y FORMA.,0- *,2015,378932727705,,
12-PODER EJECUTIVO,08-MINISTERIO DE SALUD PÚBLICA Y BIENESTAR SOCIAL,"20- INDIVIDUOS, GRUPOS Y COMUNIDADES ATENDIDOS EN LOS SERVICIOS SOCIALES.
SISTEMAS DE AGUA POTABLE CONSTRUIDOS Y MEJORADOS Y EFECTOS DE RIESGOS AMBIENTALES MITIGADOS.
ACTIVIDADES PARA EL CONTROL DE ESTABLECIMIENTOS Y PRODUCTOS DE CONSUMO DE LA POBLACIÓN.
Z (...)","5- ES UNA ESTRATEGIA QUE APUNTA AL FORTALECIMIENTO DE LA OFERTA DE SERVICIOS, DE ESTA MANERA CONSOLIDAR EN TODO EL TERRITORIO NACIONAL, LA COBERTURA Y EL ACCESO A LOS MEDICAMENTOS, INSUMOS Y EQUIPOS, QUE PERMITA DAR RESPUESTA OPORTUNA Y ADECUADA A TODA LA  (...)",2014,375865913889,,
12-PODER EJECUTIVO,13-MINISTERIO DE OBRAS PÚBLICAS Y COMUNICACIONES,1- *,"1- DENTRO DE ESTE SUBPROGRAMA SE CONTEMPLA EL PROYECTO DE CONSERVACION DE OBRAS VIALES, DESTINADO AL MANTENIMIENTO RUTINARIO Y PERIODICO DE LA RED VIAL NACIONAL, YA SEAN ESTOS POR ADMINISTRACION DIRECTA A TRAVÉS DE LOS DISTRITOS DE CONSERVACION VIAL DE LA  (...)",2014,370134587976,,
27-ENTIDADES FINANCIERAS OFICIALES,03-CRÉDITO AGRÍCOLA DE HABILITACIÓN,1- ASISTIR A PEQUEÑOS PRODUCTORES Y MICROEMPRESARIOS RURALES FINANCIERA Y TECNICAMENTE A TRAVES DE CENTROS DE ATENCIÓN EN L16 DEPARATAMENTOS DEL PAIS.,0- *,2015,368781844984,,
27-ENTIDADES FINANCIERAS OFICIALES,07-AGENCIA FINANCIERA DE DESARROLLO,1- *,0- *,2012,366590545453,,
12-PODER EJECUTIVO,06-MINISTERIO DE HACIENDA,"3- PAGO A BENEFICIARIOS VETERANOS, HEREDEROS, PENSION ALIMENTARIA ADULTOS MAYORES, SUBSIDIOS A VETERANOS Y LISIADOS, PENSION GRACIABLE, GASTOS DE SEPELIO Y HABERES ATRASADOS POR RESOLUCION DPNC.",1- *,2013,362147729744,,
12-PODER EJECUTIVO,13-MINISTERIO DE OBRAS PÚBLICAS Y COMUNICACIONES,1- *,"1- DENTRO DE ESTE SUBPROGRAMA SE CONTEMPLA EL PROYECTO DE CONSERVACION DE OBRAS VIALES, DESTINADO AL MANTENIMIENTO RUTINARIO Y PERIODICO DE LA RED VIAL NACIONAL, YA SEAN ESTOS POR ADMINISTRACION DIRECTA A TRAVÉS DE LOS DISTRITOS DE CONSERVACION VIAL DE LA  (...)",2012,347122705697,,
12-PODER EJECUTIVO,05-MINISTERIO DE DEFENSA NACIONAL,"3- - INFORME FINANCIERO, CONTABLE Y PATRIMONIALES ELABORADOS.
- MANUAL DE ORGANIZACIÓN Y FUNCIONES ELABORADO.
- DOCUMENTACIONES PRESENTADOS EN TIEMPO UTIL.
- EJECUCIÓN PRESUPUESTARIA EN UN 95 % PARA EL PERIODO 2009.
- DISMINUIR EN UN 70 % LAS REPROGRAMACIO (...)",0- *,2011,344513071994,,
12-PODER EJECUTIVO,06-MINISTERIO DE HACIENDA,"3- PAGO A BENEFICIARIOS VETERANOS, HEREDEROS, PENSION GRACIABLE, GASTOS DE SEPELIO Y HABERES ATRASADOS POR RESOLUCION DPNC.",0- *,2011,340163806616,,
21-BANCA CENTRAL DEL ESTADO,01-BANCO CENTRAL DEL PARAGUAY,"1- -POLÍTICA CAMBIARIA Y MONETARIA DEL PAÍS.
-FUNCIONARIOS CAPACITADOS.
-TIEMPO DE GESTIÓN Y TRÁMITES ADMINISTRATIVOS.",0- *,2014,337862315643,,
12-PODER EJECUTIVO,13-MINISTERIO DE OBRAS PÚBLICAS Y COMUNICACIONES,1- *,4- DENTRO DE ESTE SUBPROGRAMA SE CONTEMPLA EL PROYECTO DE CONSTRUCCION DE PAVIMENTO TIPO EMPEDRADO ASÍ COMO LA CONSTRUCCION DE OBRAS DE ARTE EN VARIOS TRAMOS CAMINEROS DE LA REPÚBLICA.,2013,331418906812,,
21-BANCA CENTRAL DEL ESTADO,01-BANCO CENTRAL DEL PARAGUAY,"1- -POLÍTICA CAMBIARIA Y MONETARIA DEL PAÍS.
-FUNCIONARIOS CAPACITADOS.
-TIEMPO DE GESTIÓN Y TRÁMITES ADMINISTRATIVOS.",0- *,2013,329412562552,,
21-BANCA CENTRAL DEL ESTADO,01-BANCO CENTRAL DEL PARAGUAY,"1- -POLÍTICA CAMBIARIA Y MONETARIA DEL PAÍS.
-FUNCIONARIOS CAPACITADOS.
-TIEMPO DE GESTIÓN Y TRÁMITES ADMINISTRATIVOS.",0- *,2015,328067446151,,
24-ENTIDADES PÚBLICAS DE SEGURIDAD SOCIAL,03-CAJA DE JUBILACIONES Y PENSIONES DEL PERSONAL DE LA ANDE,1- MEJORAMIENTO EN LA CALIDAD DE VIDA DE LOS AFILIADOS.,0- 0,2015,327331794253,,
12-PODER EJECUTIVO,08-MINISTERIO DE SALUD PÚBLICA Y BIENESTAR SOCIAL,"20- INDIVIDUOS, GRUPOS Y COMUNIDADES ATENDIDOS EN LOS SERVICIOS SOCIALES.
SISTEMAS DE AGUA POTABLE CONSTRUIDOS Y MEJORADOS Y EFECTOS DE RIESGOS AMBIENTALES MITIGADOS.
ACTIVIDADES PARA EL CONTROL DE ESTABLECIMIENTOS Y PRODUCTOS DE CONSUMO DE LA POBLACIÓN.
Z (...)","5- ES UNA ESTRATEGIA QUE APUNTA AL FORTALECIMIENTO DE LA OFERTA DE SERVICIOS, DE ESTA MANERA CONSOLIDAR EN TODO EL TERRITORIO NACIONAL, LA COBERTURA Y EL ACCESO A LOS MEDICAMENTOS, INSUMOS Y EQUIPOS, QUE PERMITA DAR RESPUESTA OPORTUNA Y ADECUADA A TODA LA  (...)",2011,326418505933,,
24-ENTIDADES PÚBLICAS DE SEGURIDAD SOCIAL,03-CAJA DE JUBILACIONES Y PENSIONES DEL PERSONAL DE LA ANDE,1- MEJORAMIENTO EN LA CALIDAD DE VIDA DE LOS AFILIADOS.,0- 0,2013,315072935373,,
12-PODER EJECUTIVO,13-MINISTERIO DE OBRAS PÚBLICAS Y COMUNICACIONES,1- *,0- *,2015,313666560007,,
12-PODER EJECUTIVO,10-MINISTERIO DE AGRICULTURA Y GANADERÍA,7- *,0- *,2012,313554918199,,
12-PODER EJECUTIVO,06-MINISTERIO DE HACIENDA,10- -CUMPLIMIENTO DE DISPOSICIONES LEGALES PARA LA EFECTIVIZACIÓN DE LOS PAGOS.,0- *,2014,309833305765,,
12-PODER EJECUTIVO,06-MINISTERIO DE HACIENDA,5- ENTREGA OPORTUNA DE LOS RECURSOS FINANCIEROS,0- *,2013,307458502472,,
23-ENTES AUTÓNOMOS Y AUTÁRQUICOS,15-DIRECCION NACIONAL DE ADUANAS,"1- -RECURSOS FINANCIEROS PROVEIDOS 
-PROCESOS ADMINISTRATIVOS OPTIMIZADOS CON MIRAS A OBTENER CERTIFICACIÓN DE CALIDAD INTERNACIONAL.",0- *,2012,307379476707,,
25-EMPRESAS PÚBLICAS,07-INDUSTRIA NACIONAL DEL CEMENTO,"1-   SUB/PRY/PROD          DEN. DEL PROD.    CANTIDAD   UNID. DE MEDIDA
EXPL. Y ELAB DE CLINKER CLINKER           600.000         TON/AÑO
MOLIENDA DE CEMENTO     CEMENTO PORTLAND  795.200         TON/AÑO
MOLIENDA DE CAL AGRICOLA         24.000 TON/AÑO
","1- ESTE PROGRAMA TIENE POR OBJETO, PREVER LOS MEDIOS ECONOMICOS QUE DEMANDAN LAS ACTIVIDADES PARA LA EXPLOTACION DE LAS MATERIAS PRIMAS Y PROCESAMIENTO PARA LA ELABORACION DE CLINKER.
SE RESALTA LAS SIGUIENTES ETAPAS DE PROCESO:
1. OPERATIVA: INHERENTES A  (...)",2014,305370529413,,
24-ENTIDADES PÚBLICAS DE SEGURIDAD SOCIAL,04-CAJA DE JUBILACIONES Y PENSIONES DE EMPL. DE BANCOS Y AFINES,1- *,0- *,2015,303840333530,,
13-PODER JUDICIAL,02-JUSTICIA ELECTORAL,2- INSCRIPCION DE 40.000 CIUDADANOS.,0- *,2012,298509873446,,
23-ENTES AUTÓNOMOS Y AUTÁRQUICOS,15-DIRECCION NACIONAL DE ADUANAS,"1- -RECURSOS FINANCIEROS PROVEIDOS 
-PROCESOS ADMINISTRATIVOS OPTIMIZADOS CON MIRAS A OBTENER CERTIFICACIÓN DE CALIDAD INTERNACIONAL.",0- *,2013,295736249061,,
24-ENTIDADES PÚBLICAS DE SEGURIDAD SOCIAL,04-CAJA DE JUBILACIONES Y PENSIONES DE EMPL. DE BANCOS Y AFINES,"1- -IMPLEMENTAR METODOS DE CALIDAD TOTAL, CON RECURSOS HUMANOS EFICIENTES, EFICAZ Y COMPETITIVO.
-TIEMPO DE PROCESAMIENTO DEL PAGO DE LAS OBLIGACIONES CONTRAIDAS.
-DECISIONES IMPARTIDAS A NIVEL GERENCIAL",0- *,2012,292725764576,,
25-EMPRESAS PÚBLICAS,07-INDUSTRIA NACIONAL DEL CEMENTO,"1-   SUB/PRY/PROD          DEN. DEL PROD.    CANTIDAD   UNID. DE MEDIDA
EXPL. Y ELAB DE CLINKER CLINKER           515.000         TON/AÑO
MOLIENDA DE CEMENTO     CEMENTO PORTLAND  598.449         TON/AÑO
MOLIENDA DE CAL AGRICOLA         70.000 TON/AÑO
","1- ESTE PROGRAMA TIENE POR OBJETO, PREVER LOS MEDIOS ECONOMICOS QUE DEMANDAN LAS ACTIVIDADES PARA LA EXPLOTACION DE LAS MATERIAS PRIMAS Y PROCESAMIENTO PARA LA ELABORACION DE CLINKER.
SE RESALTA LAS SIGUIENTES ETAPAS DE PROCESO:
1. OPERATIVA: INHERENTES A  (...)",2012,292654589309,,
12-PODER EJECUTIVO,01-PRESIDENCIA DE LA REPÚBLICA,1- *,3- *,2015,289788033082,,
24-ENTIDADES PÚBLICAS DE SEGURIDAD SOCIAL,01-INSTITUTO DE PREVISIÓN SOCIAL,3- *,"1- * SE JUSTIFICA POR LA NECESIDAD DE ATENDER LAS JUBILACIONES Y PENSIONES DE LOS ASEGURADOS. DETERMINAR Y ESTABLECER LOS ASPECTOS GENERALES PARA LA IMPLEMENTACIÓN DE UN SISTEMA QUE AGILIZARA BASICAMENTE LA RECEPCIÓN, TRÁMITE E INFORMACIÓN DE LOS APORTES D (...)",2016,289383557956,,
12-PODER EJECUTIVO,06-MINISTERIO DE HACIENDA,8- APOYO OPORTUNO PARA LAS INVERSIONES.,0- *,2011,289167946352,,
23-ENTES AUTÓNOMOS Y AUTÁRQUICOS,23-SECRETARIA NACIONAL DE LA VIVIENDA Y EL HABITAT,1- *,2- *,2013,288886894906,,
12-PODER EJECUTIVO,10-MINISTERIO DE AGRICULTURA Y GANADERÍA,7- *,0- *,2014,283918531034,,
13-PODER JUDICIAL,02-JUSTICIA ELECTORAL,"1- - TIEMPO DE GESTIÓN Y TRÁMITES ADMINISTRATIVOS ESPERADOS.
- TIEMPO DE PROCESAMIENTO DE PAGO DE LAS OBLIGACIONES CONTRAÍDAS.
",0- *,2011,283486010791,,
13-PODER JUDICIAL,02-JUSTICIA ELECTORAL,"1- - TIEMPO DE GESTIÓN Y TRÁMITES ADMINISTRATIVOS ESPERADOS.
- TIEMPO DE PROCESAMIENTO DE PAGO DE LAS OBLIGACIONES CONTRAÍDAS.
",0- *,2015,280104167083,,
27-ENTIDADES FINANCIERAS OFICIALES,07-AGENCIA FINANCIERA DE DESARROLLO,1- *,0- *,2011,278622134163,,
12-PODER EJECUTIVO,06-MINISTERIO DE HACIENDA,13- *,0- *,2011,277826400000,,
13-PODER JUDICIAL,02-JUSTICIA ELECTORAL,"1- - TIEMPO DE GESTIÓN Y TRÁMITES ADMINISTRATIVOS ESPERADOS.
- TIEMPO DE PROCESAMIENTO DE PAGO DE LAS OBLIGACIONES CONTRAÍDAS.
",0- *,2013,277576377446,,
27-ENTIDADES FINANCIERAS OFICIALES,03-CRÉDITO AGRÍCOLA DE HABILITACIÓN,1- ASISTIR A PEQUEÑOS PRODUCTORES Y MICROEMPRESARIOS RURALES FINANCIERA Y TECNICAMENTE A TRAVES DE CENTROS DE ATENCIÓN EN L16 DEPARATAMENTOS DEL PAIS.,0- *,2014,275616588862,,
12-PODER EJECUTIVO,13-MINISTERIO DE OBRAS PÚBLICAS Y COMUNICACIONES,1- *,"1- DENTRO DE ESTE SUBPROGRAMA SE CONTEMPLA EL PROYECTO DE CONSERVACION DE OBRAS VIALES, DESTINADO AL MANTENIMIENTO RUTINARIO Y PERIODICO DE LA RED VIAL NACIONAL, YA SEAN ESTOS POR ADMINISTRACION DIRECTA A TRAVÉS DE LOS DISTRITOS DE CONSERVACION VIAL DE LA  (...)",2013,275532291112,,
27-ENTIDADES FINANCIERAS OFICIALES,01-BANCO NACIONAL DE FOMENTO (BNF),"1- - TIEMPO DE GESTION Y TRAMITES ADMINISTRATIVOS ESPERADOS. 
- CALIDAD Y RAPIDEZ DE LA ATENCION AL CLIENTE.
- DESARROLLO DE PROGRAMAS TECNOLOGICOS.
-FUNCIONARIOS CAPACITADOS EN CURSOS Y SEMINARIOS.
",0- *,2015,273291513592,,
12-PODER EJECUTIVO,07-MINISTERIO DE EDUCACIÓN Y CULTURA,"1- - TIEMPO DE GESTIÓN DE LOS TRÁMITES ADMINISTRATIVOS.
- RECURSOS DEL MEC SALVAGUARDADOS.
- REMUNERACIONES BASICAS DEL PERSONAL OTORGADAS EN TIEMPO Y FORMA.
- BECAS OFRECIDAS POR LOS ORGANISMOS INTERNACIONALES DIFUNDIDAS EN FORMA OPORTUNA Y ADJUDICADAS CO (...)",0- *,2012,270197945293,,
24-ENTIDADES PÚBLICAS DE SEGURIDAD SOCIAL,04-CAJA DE JUBILACIONES Y PENSIONES DE EMPL. DE BANCOS Y AFINES,"1- -IMPLEMENTAR METODOS DE CALIDAD TOTAL, CON RECURSOS HUMANOS EFICIENTES, EFICAZ Y COMPETITIVO.
-TIEMPO DE PROCESAMIENTO DEL PAGO DE LAS OBLIGACIONES CONTRAIDAS.
-DECISIONES IMPARTIDAS A NIVEL GERENCIAL",0- *,2011,270181533487,,
27-ENTIDADES FINANCIERAS OFICIALES,01-BANCO NACIONAL DE FOMENTO (BNF),"1- - TIEMPO DE GESTION Y TRAMITES ADMINISTRATIVOS ESPERADOS. 
- CALIDAD Y RAPIDEZ DE LA ATENCION AL CLIENTE.
- DESARROLLO DE PROGRAMAS TECNOLOGICOS.
-FUNCIONARIOS CAPACITADOS EN CURSOS Y SEMINARIOS.
",0- *,2014,269575457055,,
23-ENTES AUTÓNOMOS Y AUTÁRQUICOS,23-SECRETARIA NACIONAL DE LA VIVIENDA Y EL HABITAT,1- *,2- *,2015,268184097104,,
12-PODER EJECUTIVO,06-MINISTERIO DE HACIENDA,5- ENTREGA OPORTUNA DE LOS RECURSOS FINANCIEROS,0- *,2012,267577047593,,
21-BANCA CENTRAL DEL ESTADO,01-BANCO CENTRAL DEL PARAGUAY,"1- -POLÍTICA CAMBIARIA Y MONETARIA DEL PAÍS.
-FUNCIONARIOS CAPACITADOS.
-TIEMPO DE GESTIÓN Y TRÁMITES ADMINISTRATIVOS.",0- *,2012,264894044690,,
12-PODER EJECUTIVO,06-MINISTERIO DE HACIENDA,"3- PAGO A BENEFICIARIOS VETERANOS, HEREDEROS, PENSION ALIMENTARIA ADULTOS MAYORES, SUBSIDIOS A VETERANOS Y LISIADOS, PENSION GRACIABLE, GASTOS DE SEPELIO Y HABERES ATRASADOS POR RESOLUCION DPNC.",0- *,2013,263531793084,,
13-PODER JUDICIAL,02-JUSTICIA ELECTORAL,"1- - TIEMPO DE GESTIÓN Y TRÁMITES ADMINISTRATIVOS ESPERADOS.
- TIEMPO DE PROCESAMIENTO DE PAGO DE LAS OBLIGACIONES CONTRAÍDAS.
",0- *,2014,262193909227,,
12-PODER EJECUTIVO,07-MINISTERIO DE EDUCACIÓN Y CULTURA,"1- - TIEMPO DE GESTIÓN DE LOS TRÁMITES ADMINISTRATIVOS.
- RECURSOS DEL MEC SALVAGUARDADOS.
- REMUNERACIONES BASICAS DEL PERSONAL OTORGADAS EN TIEMPO Y FORMA.
- BECAS OFRECIDAS POR LOS ORGANISMOS INTERNACIONALES DIFUNDIDAS EN FORMA OPORTUNA Y ADJUDICADAS CO (...)",0- *,2011,259671052236,,
24-ENTIDADES PÚBLICAS DE SEGURIDAD SOCIAL,04-CAJA DE JUBILACIONES Y PENSIONES DE EMPL. DE BANCOS Y AFINES,1- *,0- *,2014,259359581241,,
12-PODER EJECUTIVO,06-MINISTERIO DE HACIENDA,5- ENTREGA OPORTUNA DE LOS RECURSOS FINANCIEROS,0- *,2014,258220990007,,
25-EMPRESAS PÚBLICAS,02-ADMINISTRACIÓN NACIONAL DE ELECTRICIDAD,1- CUMPLIMIENTO DE LAS OBLIGACIONES CONTRAIDAS POR LA ANDE POR CONTRATACION Y UTILIZACIÓN DE RECURSOS DE DIFERENTES ORGANISMOS FINANCIEROS.,0- *,2015,257856783299,,
