nivel,entidad,programa,subprgrama,monto,,,
12-PODER EJECUTIVO,06-MINISTERIO DE HACIENDA,2- BENEFICIAR A FAMILIAS  CON TARIFA DIFERNCIADA-CUMPLIMIENTO DE DISPOSICIONES LEGALES PARA LA EFECTIVIZACIÓN DE LOS PAGOS-TIEMPO DE GESTIÓN DE LOS TRÁMITES ADMINISTRATIVOS PARA EL OTORGAMIENTO DE LAS INDEMNIZACIONES A VICTIMAS DE LA DICTADURA Y EX OBRERO  (...),5- *,9120275000,,,
12-PODER EJECUTIVO,01-PRESIDENCIA DE LA REPÚBLICA,6- *,0- *,8924883505,,,
12-PODER EJECUTIVO,08-MINISTERIO DE SALUD PÚBLICA Y BIENESTAR SOCIAL,"1- -PROMOVER LA PARTICIPACIÓN CIUDADANA EN EL ACCIONAR DEL SISTEMA NACIONAL DE SALUD MEDIANTE PROCESOS DE INFORMACIÓN, EDUCACIÓN Y COMUNICACIÓN, QUE FOMENTEN LA PROMOCIÓN DE LA SALUD Y LA PREVENCIÓN DE ENFERMEDADES, EN EL ÁMBITO COLECTIVO, FAMILIAR E INDIV (...)",70- *,8921676397,,,
22-GOBIERNOS DEPARTAMENTALES,09-GOBIERNO DEPARTAMENTAL DE PARAGUARÍ,"1- -REDUCCIÓN DEL TIEMPO DE GESTION Y TRAMITES ADMINISTRATIVOS ESPERADOS.
-MEJORA EN LA CALIDAD DE LAS DECISIONES A NIVEL GERENCIAL IMPARTIDAS.
-MAYOR CREDIBILIDAD Y CONFIANZA DE LOS PROVEEDORES EN LOS PROCESOS DE ADQUISICIONES REALIZADAS.
-MEJORA EN LA CA (...)",0- *,8663050747,,,
22-GOBIERNOS DEPARTAMENTALES,11-GOBIERNO DEPARTAMENTAL DE CENTRAL,"1- -REDUCCIÓN DEL TIEMPO DE GESTION Y TRAMITES ADMINISTRATIVOS ESPERADOS.
-MEJORA EN LA CALIDAD DE LAS DECISIONES A NIVEL GERENCIAL IMPARTIDAS.
-MAYOR CREDIBILIDAD Y CONFIANZA DE LOS PROVEEDORES EN LOS PROCESOS DE ADQUISICIONES REALIZADAS.
-MEJORA EN LA CA (...)",0- *,8654770969,,,
27-ENTIDADES FINANCIERAS OFICIALES,04-FONDO GANADERO,1- -CUMPLIMIENTO DE LOS PLAZOS EN LAS AMORTIZACIONES Y PAGO DE INTERESES DE LAS OBLIGACIONES ASUMIDAS POR EL FONDO GANADERO.,0- *,8631731378,,,
23-ENTES AUTÓNOMOS Y AUTÁRQUICOS,16-SERVICIO NACIONAL DE CALIDAD Y SALUD ANIMAL,1- SON LAS ACCIONES INSTITUCIONALES REALIZADAS EN EL MARCO DE LA CALIDAD Y SALUD ANIMAL CON EL OBJETO DE MANTENER Y MEJORAR EL STATUS SANITARIO ANIMAL NACIONAL. CONTRIBUIR CON LA CALIDAD E INOCUIDAD DE PRODUCTOS Y SUBPRODUCTOS DE ORIGEN ANIMAL VOLVIENDOLOS (...),"3- OFRECER SERVICIOS DE DIAGNÓSTICOS DE ENFERMEDADES DE LOS ANIMALES, CONTROL DE CALIDAD DE PRODUCTOS BIOLOGICOS, CONTROL DE INOCUIDAD  DE PRODUCTOS Y SUBPRODUCTOS DE ORIGEN ANIMAL . INSPECCIÓN Y CONTROL DE LABORATORIOS. PRODUCCIÓN DE MEDIOS DE CULTIVO, AN (...)",8611059111,,,
13-PODER JUDICIAL,03-MINISTERIO PÚBLICO,2- *,0- *,8582474430,,,
12-PODER EJECUTIVO,01-PRESIDENCIA DE LA REPÚBLICA,2- *,7- *,8453575397,,,
22-GOBIERNOS DEPARTAMENTALES,01-GOBIERNO DEPARTAMENTAL DE CONCEPCION,1- *,4- *,8448319795,,,
22-GOBIERNOS DEPARTAMENTALES,07-GOBIERNO DEPARTAMENTAL DE ITAPUA,7- *,"2- IMPLEMENTAR POLITICA PRODUCTIVA Y DE DESARROLLO, EN ALIANZA ESTRATEGICA CON LOS ORGANISMOS DE ASISTENCIA TECNICA Y FINANCIERAS NACIONALES E INTERNAICONALES, ARTICULADOS CON PROGRAMAS Y PROYECTOS DEL GOBIERNO CENTRAL Y DEPARATAMENTAL. INSERTAR AL SECTOR  (...)",8446094884,,,
12-PODER EJECUTIVO,04-MINISTERIO DE RELACIONES EXTERIORES,"1- - HITOS CONTROLADOS Y KILÓMETROS DEMARCADOS.
- DOCUMENTOS EXPEDIDOS Y REGISTRADOS.

",1- EMISIÓN DE PASAPORTES Y LEGALIZACIÓN DE DOCUMENTOS.,8337703370,,,
12-PODER EJECUTIVO,07-MINISTERIO DE EDUCACIÓN Y CULTURA,1- *,10- EDUCACIÓN INCLUSIVA,8268004948,,,
12-PODER EJECUTIVO,05-MINISTERIO DE DEFENSA NACIONAL,"2- * INCREMENTAR LOS NIVELES DE SEGURIDAD Y CUSTODIA DEL ESPACIO AÉREO NACIONAL DE MANERA EFICIENTE Y EFICAZ, A TRAVÉS DEL ADIESTRAMIENTO DE TRIPULACIONES AÉREAS, TÉCNICOS DE AERONAVES Y LA ADECUADA FORMACIÓN ESPECIALIZADA Y CAPACITACIÓN ACADÉMICA DEL PERS (...)",5- BRIGADA LOGISTICA DE LA FUERZA AEREA,8146510720,,,
12-PODER EJECUTIVO,10-MINISTERIO DE AGRICULTURA Y GANADERÍA,1- *,4- *,8116407824,,,
23-ENTES AUTÓNOMOS Y AUTÁRQUICOS,17-INSTITUTO PARAGUAYO DE ARTESANIA,"1- SON LOS LINEAMIENTOS ESTABLECIDOS PARA LA ELABORACIÓN Y COORDINACIÓN DE PLANES, CONVENIOS, PROYECTOS PARA ESTIMULAR, PROTEGER Y PROMOVER LA ARTESANÍA NACIONAL.",0- *,7986943998,,,
12-PODER EJECUTIVO,01-PRESIDENCIA DE LA REPÚBLICA,6- *,4- *,7891559132,,,
12-PODER EJECUTIVO,06-MINISTERIO DE HACIENDA,5- *,0- *,7796473833,,,
12-PODER EJECUTIVO,05-MINISTERIO DE DEFENSA NACIONAL,1- FUNCIONAMIENTO OPERATIVO,6- *,7755556967,,,
22-GOBIERNOS DEPARTAMENTALES,07-GOBIERNO DEPARTAMENTAL DE ITAPUA,7- *,"4- BRINDAR AMPLIA COBERTURA DE SERVICIOS DE SALUD PÚBLICA EN EL DEPARTAMENTO DE ITAPÚA, CON UNIVERSALIDAD, EQUIDAD, INTERCULTURALIDAD Y ATENDIENDO ESPECIALMENTE A LA CALIDAD Y CALIDEZ EN LA PRESTACIÓN DE SERVICIOS",7587536590,,,
22-GOBIERNOS DEPARTAMENTALES,13-GOBIERNO DEPARTAMENTAL DE AMAMBAY,"1- -REDUCCIÓN DEL TIEMPO DE GESTION Y TRAMITES ADMINISTRATIVOS ESPERADOS.
-MEJORA EN LA CALIDAD DE LAS DECISIONES A NIVEL GERENCIAL IMPARTIDAS.
-MAYOR CREDIBILIDAD Y CONFIANZA DE LOS PROVEEDORES EN LOS PROCESOS DE ADQUISICIONES REALIZADAS.
-MEJORA EN LA CA (...)",0- *,7576972615,,,
28-UNIVERSIDADES NACIONALES,03-UNIVERSIDAD NACIONAL DE PILAR,2- -DESARROLLO DEL 100 % DEL PLAN CURRICULAR.,5- *,7560263364,,,
28-UNIVERSIDADES NACIONALES,03-UNIVERSIDAD NACIONAL DE PILAR,2- -DESARROLLO DEL 100 % DEL PLAN CURRICULAR.,7- *,7518841884,,,
12-PODER EJECUTIVO,01-PRESIDENCIA DE LA REPÚBLICA,1- *,6- *,7484733229,,,
22-GOBIERNOS DEPARTAMENTALES,02-GOBIERNO DEPARTAMENTAL DE SAN PEDRO,1- *,"3- LA SECRETARIA DE OBRAS PUBLICAS TIENE POR MISION CONSTRUIR CAMINOS VECINALES Y TRONCALES, ASI COMO SU MANTENIMIENTO, DE TAL FORMA A COADYUVAR CON EL DESARROLLO DEPARTAMENTAL.",7306027283,,,
28-UNIVERSIDADES NACIONALES,04-UNIVERSIDAD NACIONAL DE ITAPÚA,"1- FORMACION DE ALUMNOS DE GRADO, POSGRADO E INVESTIGACIONES POR AÑO.","5- FORMACION DE ALUMNOS DE GRADO, POSTGRADO E INVESTIGACIONES",7291995375,,,
12-PODER EJECUTIVO,08-MINISTERIO DE SALUD PÚBLICA Y BIENESTAR SOCIAL,"1- -PROMOVER LA PARTICIPACIÓN CIUDADANA EN EL ACCIONAR DEL SISTEMA NACIONAL DE SALUD MEDIANTE PROCESOS DE INFORMACIÓN, EDUCACIÓN Y COMUNICACIÓN, QUE FOMENTEN LA PROMOCIÓN DE LA SALUD Y LA PREVENCIÓN DE ENFERMEDADES, EN EL ÁMBITO COLECTIVO, FAMILIAR E INDIV (...)",84- *,7264087922,,,
22-GOBIERNOS DEPARTAMENTALES,07-GOBIERNO DEPARTAMENTAL DE ITAPUA,"7- -REDUCCIÓN DEL TIEMPO DE GESTIÓN Y TRÁMITES ADMINISTRATIVOS ESPERADOS.
-MEJORA EN LA CALIDAD DE LAS DECISIONES A NIVEL GERENCIAL IMPARTIDAS.
-MAYOR CREDIBILIDAD Y CONFIANZA DE LOS PROVEEDORES EN LOS PROCESOS DE ADQUISICIONES REALIZADAS.
-MEJORA EN LA CA (...)",0- *,7259166510,,,
28-UNIVERSIDADES NACIONALES,06-UNIVERSIDAD NACIONAL DE VILLARRICA DEL ESPIRITU SANTO,1- *,1- *,7239700734,,,
22-GOBIERNOS DEPARTAMENTALES,03-GOBIERNO DEPARTAMENTAL DE CORDILLERA,1- *,3- *,7212138931,,,
28-UNIVERSIDADES NACIONALES,05-UNIVERSIDAD NACIONAL DE CONCEPCIÓN,"1- FORMACION DE PROFESIONALES UNIVERSITARIOS Y SUPERIOR, ESTIMULANDO EL ESPIRITU CREATIVO, INVESTIGATIVO TENDIENTE A FOMENTAR LA PRODUCCION, E INNOVACION DE CARACTER CIENTIFICO EDUCATIVO Y ARTISTICO EN EL AMBITO LOCAL, NACIONAL E INTERNACIONAL PARA EL FORT (...)",3- FACULTAD DE CIENCIAS ECONOMICAS Y ADMINISTRATIVAS,7091895681,,,
12-PODER EJECUTIVO,11-MINISTERIO DE INDUSTRIA Y COMERCIO,4- *,1- *,7089626768,,,
22-GOBIERNOS DEPARTAMENTALES,04-GOBIERNO DEPARTAMENTAL DE GUAIRÁ,"4- - DAR CUMPLIMIENTO A LAS FUNCIONES ESTIPULADAS EN LA LEY 426/94
- APOYO LOGÍSTICO PARA EL PROGRAMA
- APORTE A CONSEJO DE GOBERNADORES",0- *,6945993501,,,
12-PODER EJECUTIVO,08-MINISTERIO DE SALUD PÚBLICA Y BIENESTAR SOCIAL,"1- -PROMOVER LA PARTICIPACIÓN CIUDADANA EN EL ACCIONAR DEL SISTEMA NACIONAL DE SALUD MEDIANTE PROCESOS DE INFORMACIÓN, EDUCACIÓN Y COMUNICACIÓN, QUE FOMENTEN LA PROMOCIÓN DE LA SALUD Y LA PREVENCIÓN DE ENFERMEDADES, EN EL ÁMBITO COLECTIVO, FAMILIAR E INDIV (...)","18- REGLAMENTARY VERIFICAR TODO LO RELACIONADO CON LA FABRICACION , ELABORACION, FRACCIONAMIENTO, CONTROL DE CALIDAD,DISTRIBUCION, PRESCRIPCION, DISPENSACION, COMERCIALIZACION, REPRESENTACION, IMPORTACION, EXPORTACION, ALMACENAMIENTO, USO RACIONAL, REGIMEN (...)",6885302188,,,
12-PODER EJECUTIVO,05-MINISTERIO DE DEFENSA NACIONAL,"5- -RECURSOS HUMANOS CAPACITADOS.
-REDUCCION DEL TIEMPO DE GESTION Y TRAMITES ADMINISTRATIVOS ESPERADOS.
",1- AEFOMDN,6872304927,,,
12-PODER EJECUTIVO,05-MINISTERIO DE DEFENSA NACIONAL,"2- * INCREMENTAR LOS NIVELES DE SEGURIDAD Y CUSTODIA DEL ESPACIO AÉREO NACIONAL DE MANERA EFICIENTE Y EFICAZ, A TRAVÉS DEL ADIESTRAMIENTO DE TRIPULACIONES AÉREAS, TÉCNICOS DE AERONAVES Y LA ADECUADA FORMACIÓN ESPECIALIZADA Y CAPACITACIÓN ACADÉMICA DEL PERS (...)",1- 1ª BRIGADA AEREA,6865309861,,,
12-PODER EJECUTIVO,10-MINISTERIO DE AGRICULTURA Y GANADERÍA,"2- - INSTRUMENTOS DE POLITICA AGRICOLA DIFERENCIADA APLICADOS EFICIENTEMENTE.
- FUNCIONARIOS ESPECIALIZADOS EN AREAS TECNICAS Y ADMINISTRATIVAS.
- ACTIVIDADES COMPATIBILIZADAS CON INSTITUCIONES DE SIMILAR AREA DE ACCION.

",0- *,6721779808,,,
28-UNIVERSIDADES NACIONALES,05-UNIVERSIDAD NACIONAL DE CONCEPCIÓN,"1- FORMACION DE PROFESIONALES UNIVERSITARIOS Y SUPERIOR, ESTIMULANDO EL ESPIRITU CREATIVO, INVESTIGATIVO TENDIENTE A FOMENTAR LA PRODUCCION, E INNOVACION DE CARACTER CIENTIFICO EDUCATIVO Y ARTISTICO EN EL AMBITO LOCAL, NACIONAL E INTERNACIONAL PARA EL FORT (...)",4- FACULTAD DE MEDICINA,6578730205,,,
12-PODER EJECUTIVO,10-MINISTERIO DE AGRICULTURA Y GANADERÍA,24- *,0- *,6557626480,,,
12-PODER EJECUTIVO,08-MINISTERIO DE SALUD PÚBLICA Y BIENESTAR SOCIAL,"1- -PROMOVER LA PARTICIPACIÓN CIUDADANA EN EL ACCIONAR DEL SISTEMA NACIONAL DE SALUD MEDIANTE PROCESOS DE INFORMACIÓN, EDUCACIÓN Y COMUNICACIÓN, QUE FOMENTEN LA PROMOCIÓN DE LA SALUD Y LA PREVENCIÓN DE ENFERMEDADES, EN EL ÁMBITO COLECTIVO, FAMILIAR E INDIV (...)","14- REALIZACION DE RECTORIA Y ATENCION DE LA SALLUD CON ACCIONES EDUCATIVAS, PROMOCIONALES, PREVENTIVAS, DIAGNOSTICO Y PROVISION DE TRATAMIENTO PARA MEJORAR LA CALIDAD DE VIDA DE LAS PERSONAS AFECTADAS CON ENFERMEDADES LISOSOMALES Y SUS FAMILIAS",6499996841,,,
22-GOBIERNOS DEPARTAMENTALES,05-GOBIERNO DEPARTAMENTAL DE CAAGUAZÚ,"1- -REDUCCIÓN DEL TIEMPO DE GESTIÓN Y TRÁMITES ADMINISTRATIVOS ESPERADOS.
-MEJORA EN LA CALIDAD DE LAS DECISIONES A NIVEL GERENCIAL IMPARTIDAS.
-MAYOR CREDIBILIDAD Y CONFIANZA DE LOS PROVEEDORES EN LOS PROCESOS DE ADQUISICIONES REALIZADAS.
-MEJORA EN LA CA (...)",0- *,6463629750,,,
12-PODER EJECUTIVO,08-MINISTERIO DE SALUD PÚBLICA Y BIENESTAR SOCIAL,"1- -PROMOVER LA PARTICIPACIÓN CIUDADANA EN EL ACCIONAR DEL SISTEMA NACIONAL DE SALUD MEDIANTE PROCESOS DE INFORMACIÓN, EDUCACIÓN Y COMUNICACIÓN, QUE FOMENTEN LA PROMOCIÓN DE LA SALUD Y LA PREVENCIÓN DE ENFERMEDADES, EN EL ÁMBITO COLECTIVO, FAMILIAR E INDIV (...)",55- *,6445885059,,,
13-PODER JUDICIAL,01-CORTE SUPREMA DE JUSTICIA,2- *,19- *,6350533217,,,
28-UNIVERSIDADES NACIONALES,04-UNIVERSIDAD NACIONAL DE ITAPÚA,"1- FORMACION DE ALUMNOS DE GRADO, POSGRADO E INVESTIGACIONES POR AÑO.","4- FORMACION DE ALUMNOS DE GRADO, POSTGRADO E INSVESTIGACIONES",6323212054,,,
28-UNIVERSIDADES NACIONALES,03-UNIVERSIDAD NACIONAL DE PILAR,"1- * ACTUALIZACION DE LA ORGANIZACION, FUNCIONES Y PROCEDIMIENTOS ADMINISTRATIVOS.
*IMPLEMENTACION DE SISTEMA DE PLANIFICACION CONTINUA
* NUMERO DE CURSOS DE CAPACITACION DIRIGIDOS A FUNCIONARIOS.
* CANTIDAD DE FUNCIONARIOS CAPACITADOS.
* IMPLEMENTACION DE (...)",0- *,6316003756,,,
12-PODER EJECUTIVO,07-MINISTERIO DE EDUCACIÓN Y CULTURA,1- *,6- INSTITUTO SUPERIOR DE BELLAS ARTES,6305105812,,,
22-GOBIERNOS DEPARTAMENTALES,17-GOBIERNO DEPARTAMENTAL DE ALTO PARAGUAY,"1- -REDUCCIÓN DEL TIEMPO DE GESTION Y TRAMITES ADMINISTRATIVOS ESPERADOS.
-MEJORA EN LA CALIDAD DE LAS DECISIONES A NIVEL GERENCIAL IMPARTIDAS.
-MAYOR CREDIBILIDAD Y CONFIANZA DE LOS PROVEEDORES EN LOS PROCESOS DE ADQUISICIONES REALIZADAS.
-MEJORA EN LA CA (...)",0- *,6289577271,,,
28-UNIVERSIDADES NACIONALES,01-UNIVERSIDAD NACIONAL DE ASUNCIÓN,"1- -NUMEROS DE CARRERAS ACREDITADAS SEGUN CONVOCATORIA DE ANEAES 
-NUMEROS DE NUEVAS CARRERAS HABILITADAS
-PORCENTAJE DE TITULACION DE CARRERAS 
-GRADO DE SATISFACCION DE LOS EGRESADOS
-NUMERO DE POSTITULO Y POSTGRADO DESARROLLADOS
-NUMERO DE DOCENTES E IN (...)","3- - FORMAR PROFESIONALES AUTÓNOMOS, CON SENTIDO CRÍTICO, CAPACIDAD INVESTIGATIVA-TÉCNICO OPERATIVA Y CON  COMPROMISO  ÉTICO SOCIAL CON LAS Y LOS SUJETOS E INSTITUCIONES Y ORGANIZACIONES QUE ELABORAN, EVALÚAN O IMPLEMENTAN POLÍTICAS, PROGRAMAS O PROYECTOS  (...)",6280708417,,,
12-PODER EJECUTIVO,01-PRESIDENCIA DE LA REPÚBLICA,2- *,2- *,6237871484,,,
22-GOBIERNOS DEPARTAMENTALES,07-GOBIERNO DEPARTAMENTAL DE ITAPUA,7- *,"5- LA SECRETARIA DE OBRAS PUBLICAS HA SIDO CREADA CON EL OBJETO DE COORDINAR LA CONSTRUCCION, REFACCION, REMODELACION, MEJORAMIENTO Y AMPLIACION DE INFRAESTRUTURAS DE AULAS, PUESTOS DE SALUD, SISTEMAS DE AGUA POTABLE, COMEDORES SOCIALES, PUENTES DE HºAº, E (...)",6228018089,,,
13-PODER JUDICIAL,01-CORTE SUPREMA DE JUSTICIA,2- *,0- *,6199321278,,,
12-PODER EJECUTIVO,01-PRESIDENCIA DE LA REPÚBLICA,4- *,"1- SISTEMA NACIONAL DE CIENCIA, TECNOLOGIA E INNOVACION FORTALECIDO",6196450637,,,
28-UNIVERSIDADES NACIONALES,07-UNIVERSIDAD NACIONAL DE CAAGUAZU,1- *,1- FORMACION EN CIENCIAS ECONOMICAS,6158131330,,,
22-GOBIERNOS DEPARTAMENTALES,16-GOBIERNO DEPARTAMENTAL DE BOQUERON,"1- -REDUCCIÓN DEL TIEMPO DE GESTION Y TRAMITES ADMINISTRATIVOS ESPERADOS.
-MEJORA EN LA CALIDAD DE LAS DECISIONES A NIVEL GERENCIAL IMPARTIDAS.
-MAYOR CREDIBILIDAD Y CONFIANZA DE LOS PROVEEDORES EN LOS PROCESOS DE ADQUISICIONES REALIZADAS.
-MEJORA EN LA CA (...)",0- *,6113357027,,,
28-UNIVERSIDADES NACIONALES,07-UNIVERSIDAD NACIONAL DE CAAGUAZU,1- *,2- FACULTAD DE CIENCIAS MEDICAS,6059843383,,,
25-EMPRESAS PÚBLICAS,04-ADMINISTRACIÓN NACIONAL DE NAVEGACIÓN Y PUERTOS,1- CUANTITATIVO,0- *,6048894620,,,
22-GOBIERNOS DEPARTAMENTALES,15-GOBIERNO DEPARTAMENTAL DE PRESIDENTE HAYES,15- *,3- *,5990420316,,,
22-GOBIERNOS DEPARTAMENTALES,01-GOBIERNO DEPARTAMENTAL DE CONCEPCION,"1- -REDUCCIÓN DEL TIEMPO DE GESTIÓN Y TRÁMITES ADMINISTRATIVAS ESPERADOS.
-MEJORA EN LA CALIDAD DE LAS DECISIONES A NIVEL GERENCIAL IMPARTIDAS.
-MAYOR CREDIBILIDAD Y CONFIANZA DE LOS PROVEEDORES EN LOS PROCESOS DE ADQUISICIONES REALIZADAS.
-MEJORA EN LA CA (...)",0- *,5944785872,,,
12-PODER EJECUTIVO,08-MINISTERIO DE SALUD PÚBLICA Y BIENESTAR SOCIAL,"1- -PROMOVER LA PARTICIPACIÓN CIUDADANA EN EL ACCIONAR DEL SISTEMA NACIONAL DE SALUD MEDIANTE PROCESOS DE INFORMACIÓN, EDUCACIÓN Y COMUNICACIÓN, QUE FOMENTEN LA PROMOCIÓN DE LA SALUD Y LA PREVENCIÓN DE ENFERMEDADES, EN EL ÁMBITO COLECTIVO, FAMILIAR E INDIV (...)","13- REALIZACIÓN DE RECTORIAS Y ATENCION INTEGRAL DE LA SALUD CON ACCIONES EDUCATIVAS, PROMOCIONALES, PREVENTIVAS, DIAGNOSTICAS Y PROVISIÓN DE ALIMENTOS PARA MEJORAR LA CALIDAD DE VIDA DE LOS HABITANTES DE LOS TERRITORIOS SOCIALES ASIGNADOS.",5896676914,,,
28-UNIVERSIDADES NACIONALES,07-UNIVERSIDAD NACIONAL DE CAAGUAZU,1- *,6- *,5878736073,,,
22-GOBIERNOS DEPARTAMENTALES,11-GOBIERNO DEPARTAMENTAL DE CENTRAL,1- *,6- *,5837093967,,,
28-UNIVERSIDADES NACIONALES,05-UNIVERSIDAD NACIONAL DE CONCEPCIÓN,"1- FORMACIÓN DE PROFESIONALES CON ESPÍRITU CREATIVO Y CRITICO, CULTIVANDO LA INVESTIGACION TENDIENTES AL PERFECCIONAMIENTO Y ACTUALIZACION DE LOS EGRESADOS. 
IMPULSAR, MEJORAR Y FOMENTAR LA PRODUCCION, INVESTIGACION, EL DESARROLLO TECNOLOGICO Y LA INNOVACI (...)",0- *,5828343273,,,
28-UNIVERSIDADES NACIONALES,05-UNIVERSIDAD NACIONAL DE CONCEPCIÓN,"1- FORMACION DE PROFESIONALES UNIVERSITARIOS Y SUPERIOR, ESTIMULANDO EL ESPIRITU CREATIVO, INVESTIGATIVO TENDIENTE A FOMENTAR LA PRODUCCION, E INNOVACION DE CARACTER CIENTIFICO EDUCATIVO Y ARTISTICO EN EL AMBITO LOCAL, NACIONAL E INTERNACIONAL PARA EL FORT (...)",1- FACULTAD DE ODONTOLOGÍA,5820977897,,,
12-PODER EJECUTIVO,08-MINISTERIO DE SALUD PÚBLICA Y BIENESTAR SOCIAL,"1- -PROMOVER LA PARTICIPACIÓN CIUDADANA EN EL ACCIONAR DEL SISTEMA NACIONAL DE SALUD MEDIANTE PROCESOS DE INFORMACIÓN, EDUCACIÓN Y COMUNICACIÓN, QUE FOMENTEN LA PROMOCIÓN DE LA SALUD Y LA PREVENCIÓN DE ENFERMEDADES, EN EL ÁMBITO COLECTIVO, FAMILIAR E INDIV (...)",69- *,5780254030,,,
28-UNIVERSIDADES NACIONALES,05-UNIVERSIDAD NACIONAL DE CONCEPCIÓN,"1- FORMACION DE PROFESIONALES UNIVERSITARIOS Y SUPERIOR, ESTIMULANDO EL ESPIRITU CREATIVO, INVESTIGATIVO TENDIENTE A FOMENTAR LA PRODUCCION, E INNOVACION DE CARACTER CIENTIFICO EDUCATIVO Y ARTISTICO EN EL AMBITO LOCAL, NACIONAL E INTERNACIONAL PARA EL FORT (...)",2- FACULTAD DE CIENCIAS AGRARIAS,5691287242,,,
12-PODER EJECUTIVO,08-MINISTERIO DE SALUD PÚBLICA Y BIENESTAR SOCIAL,"1- -PROMOVER LA PARTICIPACIÓN CIUDADANA EN EL ACCIONAR DEL SISTEMA NACIONAL DE SALUD MEDIANTE PROCESOS DE INFORMACIÓN, EDUCACIÓN Y COMUNICACIÓN, QUE FOMENTEN LA PROMOCIÓN DE LA SALUD Y LA PREVENCIÓN DE ENFERMEDADES, EN EL ÁMBITO COLECTIVO, FAMILIAR E INDIV (...)",51- *,5565435325,,,
22-GOBIERNOS DEPARTAMENTALES,15-GOBIERNO DEPARTAMENTAL DE PRESIDENTE HAYES,"15- -REDUCCIÓN DEL TIEMPO DE GESTION Y TRAMITES ADMINISTRATIVOS ESPERADOS.
-MEJORA EN LA CALIDAD DE LAS DECISIONES A NIVEL GERENCIAL IMPARTIDAS.
-MAYOR CREDIBILIDAD Y CONFIANZA DE LOS PROVEEDORES EN LOS PROCESOS DE ADQUISICIONES REALIZADAS.
-MEJORA EN LA C (...)",0- *,5546050722,,,
23-ENTES AUTÓNOMOS Y AUTÁRQUICOS,30-AGENCIA NACIONAL DE EVAL. Y ACRED. DE LA EDUCACION SUPERIOR,1- *,0- *,5526006355,,,
12-PODER EJECUTIVO,05-MINISTERIO DE DEFENSA NACIONAL,3- *,"5- UNIDAD MILITAR CUYA MISION ESPECIFICA ES PROPORCIONAR SEGURIDAD A LOS SEÑORES PRESIDENTE Y VICE PRESIDENTE DE LA REPUBLICA, Y A SUS RESPECTIVAS FAMILIAS. IGUALMENTE A LOS SEÑORES EX PRESIDENTE DE LA REPUBLICA Y MANDATARIOS EXTRANJEROS EN VISITA OFICIAL  (...)",5474474825,,,
23-ENTES AUTÓNOMOS Y AUTÁRQUICOS,08-FONDO NACIONAL DE LA CULTURA Y LAS ARTES,1- *,0- *,5432317459,,,
28-UNIVERSIDADES NACIONALES,04-UNIVERSIDAD NACIONAL DE ITAPÚA,"1- FORMACION DE ALUMNOS DE GRADO, POSGRADO E INVESTIGACIONES POR AÑO.","2- FORMACION DE ALUMNOS DE GRADO, POSGRADO E INVESTIGACIONES POR AÑO.",5419467592,,,
22-GOBIERNOS DEPARTAMENTALES,04-GOBIERNO DEPARTAMENTAL DE GUAIRÁ,"1- - APOYO A LA EDUCACION Y CULTURA
- APOYO AL SECTOR SALUD
- APOYO A LA MUJER, NIÑEZ Y ADOLESCENCIA
- APOYO A LA JUVENTUD",5- *,5391473895,,,
28-UNIVERSIDADES NACIONALES,04-UNIVERSIDAD NACIONAL DE ITAPÚA,"1- FORMACION DE ALUMNOS DE GRADO, POSGRADO E INVESTIGACIONES POR AÑO.","8- FORMACION DE ALUMNOS DE GRADO, POSGRADO E INVESTIGACIONES.",5383460925,,,
12-PODER EJECUTIVO,10-MINISTERIO DE AGRICULTURA Y GANADERÍA,"2- *
",3- *,5346224218,,,
12-PODER EJECUTIVO,01-PRESIDENCIA DE LA REPÚBLICA,2- *,6- *,5332319195,,,
22-GOBIERNOS DEPARTAMENTALES,03-GOBIERNO DEPARTAMENTAL DE CORDILLERA,"1- -REDUCCIÓN DEL TIEMPO DE GESTIÓN Y TRAMITES ADMINISTRATIVOS ESPERADOS.
-MEJORA EN LA CALIDAD DE LAS DECISIONES A NIVEL GERENCIAL IMPARTIDAS.
-MAYOR CREDIBILIDAD Y CONFIANZA DE LOS PROVEEDORES EN LOS PROCESOS DE ADQUISICIONES REALIZADAS.
-MEJORA EN LA CA (...)",0- *,5318584270,,,
28-UNIVERSIDADES NACIONALES,03-UNIVERSIDAD NACIONAL DE PILAR,2- -DESARROLLO DEL 100 % DEL PLAN CURRICULAR.,3- *,5300967099,,,
25-EMPRESAS PÚBLICAS,05-DIRECCIÓN NACIONAL DE AERONAÚTICA CIVIL,"1- - PERS. TECN. DE DIVERS. AEREAS DE LA DINAC. CAPAC. Y ACTUALIZADOS.
- VUELOS Y SOBREVUELOS SEG. Y EFIC. CON EQUIPOS RECUP.Y RENOV. CON RECURSOS HUMANOS CAPACITADOS.
- PRESTAR LOS SERV. REQUER. PARA SATISF. LAS NECES. DE LAS DISTINTAS ACTIV. DEPEND. DE L (...)",4- *,5273978911,,,
12-PODER EJECUTIVO,01-PRESIDENCIA DE LA REPÚBLICA,2- *,4- *,5231063607,,,
12-PODER EJECUTIVO,10-MINISTERIO DE AGRICULTURA Y GANADERÍA,1- *,2- **,5213072659,,,
28-UNIVERSIDADES NACIONALES,08-UNIVERSIDAD NACIONAL DE CANINDEYÚ,1- *,0- *,4995797648,,,
