nivel,entidad,programa,subprograma,monto
12-PODER EJECUTIVO,04-MINISTERIO DE RELACIONES EXTERIORES,"1- - NEGOCIACIONES NACIONALES E INTERNACIONALES REALIZADAS.
- PRESUPUESTO RACIONALIZADO.
- RECURSOS MATERIALES DISTRIBUIDOS OPORTUNAMENTE.
- RECURSOS HUMANOS DISTRIBUIDOS Y CONTROLADOS EFICIENTEMENTE.


",0- *,1488849333204
12-PODER EJECUTIVO,08-MINISTERIO DE SALUD PÚBLICA Y BIENESTAR SOCIAL,20- *,1- *,1463721024912
12-PODER EJECUTIVO,07-MINISTERIO DE EDUCACIÓN Y CULTURA,"11- MENOR NÚMERO DE INDÍGENAS MARGINADOS.

",0- *,1386194600952
13-PODER JUDICIAL,03-MINISTERIO PÚBLICO,"1- -INFORME DEL SISTEMA ORGANIZACIONAL IMPLEMENTADO
-INFORME DEL EQUIPO TECNICO SOBRE LA IMPLEMENTACIÓN DEL SISTEMA.
-INFORME DE GESTIÓN ADMINISTRATIVA Y FINANCIERA
-SISTEMA DE PLANIFICACIÓN Y DISTRIBUCIÓN DE RECURSOS IMPLEMENTADOS
-PROCESOS DEL MINISTERIO (...)",0- *,1384826971740
23-ENTES AUTÓNOMOS Y AUTÁRQUICOS,06-INSTITUTO PARAGUAYO DEL INDÍGENA,1- *,1- *,1288479778032
12-PODER EJECUTIVO,13-MINISTERIO DE OBRAS PÚBLICAS Y COMUNICACIONES,1- *,37- *,1252662498840
27-ENTIDADES FINANCIERAS OFICIALES,04-FONDO GANADERO,1- ASISTENCIA TÉCNICA Y FINANCIERA AL SECTOR PECUARIO NACIONAL.,0- *,1241737235508
12-PODER EJECUTIVO,07-MINISTERIO DE EDUCACIÓN Y CULTURA,4- - ALUMNOS FORMADOS,"2- -EL SISTEMA DE ALIMENTACIÓN  ESCOLAR BUSCA CONTRIBUIR A LA SOLUCIÓN DE DIVERSOS PROBLEMAS RELACIONADOS CON LAS CONDICIONES DE POBREZA, MEDIDA EN TÉRMINOS DE NECESIDADES BÁSICAS INSATISFECHAS, NBI - DE DESNUTRICIÓN, DE INSALUBRIDAD Y DE RIESGO EDUCATIVO, (...)",1238509930968
24-ENTIDADES PÚBLICAS DE SEGURIDAD SOCIAL,05-CAJA DE JUBILACIONES Y PENSIONES DEL PERSONAL MUNICIPAL,1- *,1- *,1215010217676
12-PODER EJECUTIVO,05-MINISTERIO DE DEFENSA NACIONAL,9- - SATISFACER EN 100% LAS NECESIDADES BÁSICAS DE ALIMENTACIÓN Y SOL EL 40% DEL EQUIPAMIENTO EN UNIFORMES IMPRESCINDIBLES DEL PERSONAL MILITAR DE LAS DISTINTAS UNIDADES DEL EJERCITO Y UNIDADES DEL COMANDO DE LAS FFMM A LAS CUALES LA DISERINTE PROVEE.,0- *,1208123793984
12-PODER EJECUTIVO,08-MINISTERIO DE SALUD PÚBLICA Y BIENESTAR SOCIAL,"7- -PROMOCIONES Y PREVENCIONES REALIZADAS.
-CONSULTA E INVESTIGACIONES CONCLUIDAS.
-CAPACITACIONES REALIZADAS","4- DESARROLLAR ACCIONES CONDUCENTES A VIGILAR, PREVENIR Y CONTROLAR LAS ENFERMEDADES METAXÉNICAS TRANSMITIDAS POR VECTORES (PALUDISMO, CHAGAS, FIEBRE AMARILLA, DENGUE, LEISHMANIASIS Y ESQUISTOSOMIASIS), PARA REHABILITAR A LOS PACIENTES AFECTADOS POR ESTAS  (...)",1188488231460
12-PODER EJECUTIVO,06-MINISTERIO DE HACIENDA,"4- SISTEMA INFORMÁTICO DESARROLLADO (PRESUPUESTO)
CAPACITACIONES REALIZADAS (PRESUPUESTO)
REINGENIERÍA DEL SISTEMA (TESORO)
ENTIDADES INCORPORADAS AL SISTEMA (CONTABILIDAD)
SISTEMAS DE SEGUIMIENTO DE DEUDA Y CONTROL DE PROYECTOS IMPLEMENTADOS (CRÉDITO Y DE (...)",0- *,1178418834060
13-PODER JUDICIAL,01-CORTE SUPREMA DE JUSTICIA,"1- DENOMINACION         META         U.M.     INDICADOR       RESULTADO
1-EDIF.SAN LZO.-CONTR.FIRMADOS- 5.000M2- RECEP.SUSCRITAS- EDIF.FUNCI
2-PALAC.CONCEP.-70% O.CIVILES.- 5.100M2- CRONOG.EN PLAZO- EDIF.CONST
3-PALAC.PILAR.- 40% O.CIVILES.- 2.000M2- CRONO (...)","1- CONSTRUCCION DE LOS PALACIOS DE JUSTICIA: VILLARRICA, CNEL.OVIEDO, CONCEPCION, PEDRO J. CABALLERO.",1136089821600
25-EMPRESAS PÚBLICAS,04-ADMINISTRACIÓN NACIONAL DE NAVEGACIÓN Y PUERTOS,"1- -TIEMPO EMPLEADO EN LA GESTIÓN ADMINISTRATIVA A USUARIOS DE LOS SERVICIOS.
-DESTINO ADECUADO DE LOS RECURSOS FINACIEROS PARA CUMPLIR CON LAS ACTIVIDADES PREVISTAS EN EL PROGRAMA.",0- *,1127867793648
12-PODER EJECUTIVO,08-MINISTERIO DE SALUD PÚBLICA Y BIENESTAR SOCIAL,2- EFICIENCIA DE TÉCNICAS EMPLEADAS PARA LA SUPERVISIÓN Y EVALUACIÓN DE LAS POLÍTICAS SANITARIAS.,"0- INSTANCIA SUPERIOR DE COORDINACION DE LAS ACCIONES DEL MINISTERIO DE SALUD PÚBLICA Y B.S., ENCARGADAS DEL GABINETE MINISTERIAL MEDIANTE LAS ACCIONES DE LAS INSTANCIA EJECUTORAS TANTO DEL NIVEL CENTRAL COMO REGIONAL.",1121929549704
12-PODER EJECUTIVO,13-MINISTERIO DE OBRAS PÚBLICAS Y COMUNICACIONES,1- SUBSIDIOS DE TRNASPORTE URBANO REALIZADO,"1- EL CARÁCTER EMINENTEMENTE SOCIAL QUE TIENE EL TRANSPORTE PÚBLICO DE PASAJEROS IMPLICA QUE EXISTE LA RESPONSABILIDAD ESTATAL DE GARANTIZAR TANTO LA EFICIENCIA TÉCNICA DE LOS SERVICIOS (REGULARIDAD, UNIFORMIDAD, CONTINUIDAD Y CALIDAD) COMO LA EFICIENCIA E (...)",1112397312420
23-ENTES AUTÓNOMOS Y AUTÁRQUICOS,24-DIRECCION NACIONAL DE CORREOS DEL PARAGUAY,1- *,0- *,1102559758572
12-PODER EJECUTIVO,06-MINISTERIO DE HACIENDA,10- -CUMPLIMIENTO DE DISPOSICIONES LEGALES PARA LA EFECTIVIZACIÓN DE LOS PAGOS.,0- *,1101586060572
13-PODER JUDICIAL,01-CORTE SUPREMA DE JUSTICIA,2- *,0- *,1093406082468
12-PODER EJECUTIVO,05-MINISTERIO DE DEFENSA NACIONAL,"2- * INCREMENTAR LOS NIVELES DE SEGURIDAD Y CUSTODIA DEL ESPACIO AÉREO NACIONAL DE MANERA EFICIENTE Y EFICAZ, A TRAVÉS DEL ADIESTRAMIENTO DE TRIPULACIONES AÉREAS, TÉCNICOS DE AERONAVES Y LA ADECUADA FORMACIÓN ESPECIALIZADA Y CAPACITACIÓN ACADÉMICA DEL PERS (...)",6- DEFENSA AEREA,1080096939648
25-EMPRESAS PÚBLICAS,05-DIRECCIÓN NACIONAL DE AERONAÚTICA CIVIL,"2- EFICIENCIA, CALIDAD Y SEGURIDAD; EN LOS SERVICIOS PRESTADOS A LAS AERONAVES Y PASAJEROS, POR OPERACIONES REALIZ. EN TIERRA. CON PERSONAL CAPACITADO; INFRAESTRUCTURAS, INSTALACIONES, EQUIPOS, HERRAMIENTAS E INSUMOS EN OPTIMAS CONDICIONES Y ADECUADAS.","1- NECESIDAD DE ADECUAR LA CAPACIDAD TECNICA Y MANTENIMIENTO DE LA INFRAESTRUCTURA. 
LIMITACIONES TECNICAS.",1052796777288
13-PODER JUDICIAL,03-MINISTERIO PÚBLICO,5- *,0- *,1045752552804
23-ENTES AUTÓNOMOS Y AUTÁRQUICOS,03-INSTITUTO NACIONAL DE DESARROLLO RURAL Y DE LA TIERRA,3- PROGRAMA EMBLEMÁTICO. CONSOLIDACIÓN Y ARRAIGO DE LAS FAMILIAS RURALES Y EL POTENCIAMIENTO DEL BIENESTAR RURAL.,0- *,1033011443760
12-PODER EJECUTIVO,01-PRESIDENCIA DE LA REPÚBLICA,"23- AUMENTAR LOS BENEFICIOS Y EL MEJORAMIENTO EN SUS DESARROLLOS, CON ENFASIS EN EL INTERIOR DEL PAIS, DONDE VISIBLEMENTE SE DEBEN ADECUAR LOS ESCENARIOS. CON IMPLEMENTOS E INDUMENTARIAS, COMO DE RECURSOS HUMANOS QUE REDUNDEN EN MANTENER PARA SUS CORRECTAS (...)",0- *,1012452000000
24-ENTIDADES PÚBLICAS DE SEGURIDAD SOCIAL,03-CAJA DE JUBILACIONES Y PENSIONES DEL PERSONAL DE LA ANDE,"1- - TIEMPO DE GESTION Y TRAMITES ADMINISTRATIVOS.
- ACTUALIZACION PERMANENTE DEL MANUAL DE PROCEDIMIENTOS ADMINISTRATIVOS.
- CALIDAD Y OPORTUNIDAD EN LA EMISION DE LA INFORMACION.",0- *,997141046004
12-PODER EJECUTIVO,07-MINISTERIO DE EDUCACIÓN Y CULTURA,4- - ALUMNOS FORMADOS,"3- -LOS LIBROS DE LECTURA, GUÍAS DIDÁCTICAS Y UTILES ESCOLARES SON FUNDAMENTALES PARA LA FORMACIÓN DE NIÑOS Y NIÑAS. ES PILAR EN LA REFORMA EDUCATIVA EN EL AULA PORQUE FAVORECE LA ORIENTACIÓN Y EL PROCESO DE APRENDIZAJE EN LA PERSPECTIVA DE LOGRAR UNA EDUC (...)",966574589244
12-PODER EJECUTIVO,07-MINISTERIO DE EDUCACIÓN Y CULTURA,"2- - INFORMACIONES ESTADISTICA BRINDADA EN FORMA CONTINUA Y OPORTUNA. 
- MEJORAMIENTO DEL FUNCIONAMIENTO DE LAS DISTINTAS DEPENDENCIAS.
- FUNCIONARIOS CAPACITADOS.
",0- *,965904029520
12-PODER EJECUTIVO,08-MINISTERIO DE SALUD PÚBLICA Y BIENESTAR SOCIAL,"1- -PROMOVER LA PARTICIPACIÓN CIUDADANA EN EL ACCIONAR DEL SISTEMA NACIONAL DE SALUD MEDIANTE PROCESOS DE INFORMACIÓN, EDUCACIÓN Y COMUNICACIÓN, QUE FOMENTEN LA PROMOCIÓN DE LA SALUD Y LA PREVENCIÓN DE ENFERMEDADES, EN EL ÁMBITO COLECTIVO, FAMILIAR E INDIV (...)","10- LA X° REGION SANITARIA DE ALTO PARANA FUE CREADO POR RESOLUCION SG NRO. 453/98
",949986653664
12-PODER EJECUTIVO,13-MINISTERIO DE OBRAS PÚBLICAS Y COMUNICACIONES,"6- - OBRAS VIALES PLANIFICADAS, EJECUTADAS Y SUPERVISADAS.
- CONTRATOS DE CONCESIÓN SUPERVISADOS Y ADMINISTRADOS.
- ESTUDIOS DE FACTIBILIDAD TÉCNICO ECONÓMICO PARA LA IMPLANTACIÓN DE CONCESIONES VIALES LOGRADOS.
- SUELDOS Y OTRAS COMPENSACIONES AL PERSONAL (...)",0- *,941266648068
12-PODER EJECUTIVO,08-MINISTERIO DE SALUD PÚBLICA Y BIENESTAR SOCIAL,"20- INDIVIDUOS, GRUPOS Y COMUNIDADES ATENDIDOS EN LOS SERVICIOS SOCIALES.
SISTEMAS DE AGUA POTABLE CONSTRUIDOS Y MEJORADOS Y EFECTOS DE RIESGOS AMBIENTALES MITIGADOS.
ACTIVIDADES PARA EL CONTROL DE ESTABLECIMIENTOS Y PRODUCTOS DE CONSUMO DE LA POBLACIÓN.
Z (...)","3- APLICAR DE FORMA REGLAMENTADA Y ORGANIZADA ACCIONES INTEGRADAS EN EL ÁREA DE ALIMENTOS Y NUTRICIÓN, QUE CONTRIBUYAN A DISMINUIR LOS RIESGOS ALIMENTARIOS, PREVENIR MALNUTRICIÓN Y MEJORAR LA CALIDAD DE VIDA DE LA POBLACIÓN.-",934236333492
11-PODER LEGISLATIVO,01-CONGRESO NACIONAL,"1- UN INDICADOR CUALITATIVO RESULTA DIFICIL DE ESTABLECER EN ESTAS CIRCUNSTANCIAS, SIN EMBARGO LA VALORACIÓN DEL TRABAJO EN MATERIA DE ADMINISTRACIÓN Y COORDINACIÓN GENERAL ES LA ORGANIZACIÓN Y FUNCIONAMIENTO DE LAS INSTALACIONES DEL CONGRESO EN CONDICIONE (...)",0- *,934054520136
12-PODER EJECUTIVO,01-PRESIDENCIA DE LA REPÚBLICA,"6- 1- SITUACIONES DE EMERGENCIA NACIONAL Y DESASTRES PREVENIDOS, MITIGADOS Y REHABILITADOS.
2- 115 NIÑOS HUÉRFANOS DEL 1-A ASISTIDOS CON UNA MENSUALIDAD DE 105 U$S.
",1- *,878721790908
12-PODER EJECUTIVO,13-MINISTERIO DE OBRAS PÚBLICAS Y COMUNICACIONES,"1- - ACTIVIDADES DEL GABINETE COORDINADAS.
- DICTAMENES, SUMARIOS ADMINISTRATIVOS Y ASESORAMIENTO JURIDICO, LOGRADOS.
- AUDITORÍAS LOGRADAS.
- SERVICIO DE APOYO DOCUMENTAL A LAS GESTIONES DEL MOPC, LOGRADOS.
- SOPORTE PROTOCOLAR, COMUNICACIONES Y PUBLICITA (...)",0- *,873509092920
12-PODER EJECUTIVO,08-MINISTERIO DE SALUD PÚBLICA Y BIENESTAR SOCIAL,"4- -PREVENCIÓN, EDUCACIÓN E INVESTIGACIÓN, REALIZADA.
-CONSULTAS EFECTUADAS.
-INTERNACIONES EFECTIVAS.
-ASISTENCIA INICIAL EN CASOS DE URGENCIAS, EFECTUADAS.","2- EL SEME PRESTA ATENCIÓN INTEGRAL A TODO INDIVIDUO QUE POR ALGÚN EVENTO INESPERADO PONGA EN PELIGRO SU INTEGRIDAD FÍSICA O SU VIDA, ANTE EL PEDIDO DE AUXILIO, UN EQUIPO DEL SERVICIO ACUDE AL LUGAR DE LOS HECHOS EN EL MENOR TIEMPO POSIBLE, DANDO ASISTENCI (...)",869113236648
12-PODER EJECUTIVO,08-MINISTERIO DE SALUD PÚBLICA Y BIENESTAR SOCIAL,"1- -PROMOVER LA PARTICIPACIÓN CIUDADANA EN EL ACCIONAR DEL SISTEMA NACIONAL DE SALUD MEDIANTE PROCESOS DE INFORMACIÓN, EDUCACIÓN Y COMUNICACIÓN, QUE FOMENTEN LA PROMOCIÓN DE LA SALUD Y LA PREVENCIÓN DE ENFERMEDADES, EN EL ÁMBITO COLECTIVO, FAMILIAR E INDIV (...)","2- *RESOL. SG N°368, POR LA CUAL SE ESTABLECE EL LIMITE GEOGRAFICO Y COBERTURA POBLACIONAL DE LAS REGIONES SANITARIAS, EN DIRECTA RELACION CON LA DIVISION POLITICA DEPARTAMENTAL DEL PAIS.

EN EL AÑO 2002 SE REALIZA LA APERTURA PROGRAMATICA EN CONSONANCIA C (...)",862042684080
13-PODER JUDICIAL,03-MINISTERIO PÚBLICO,"1- FISCALIAS PENALES 
VELAR POR EL RESPETO DE LOS DERECHOS Y GARANTIAS CONSTITUCIONALES.
PROMOVER LA ACCION PARA DEFENDER EL PATRIMONIO PUBLICO Y SOCIAL DEL MADIO AMBIENTE Y DE LOS OTROS INTERESES DIFUSOS Y DE LOS DERECHOS DE LOS PUEBLOS INDIGENAS.
EJERCER (...)",1- *,850663085664
12-PODER EJECUTIVO,07-MINISTERIO DE EDUCACIÓN Y CULTURA,"19- -INSTITUCIONES BENEFICIADAS, AULAS CONSTRUIDAS, AULAS EQUIPADAS.",0- *,830957534496
12-PODER EJECUTIVO,05-MINISTERIO DE DEFENSA NACIONAL,"10- - INTEGRIDAD TERRITORIAL Y DEFENSA DE AUTORIDADES LEGITIMAMENTE CONSTITUIDAS, ASEGURADAS.
","1- PLANIFICACION Y CONDUCCION ESTRATEGICA DE LAS OPERACIONES MILITARES EJECUTADAS POR LOS COMANDOS COMPONENTES, PARA EL CUMPLIMIENTO DE LA MISION DEL EJERCITO",825207573108
12-PODER EJECUTIVO,08-MINISTERIO DE SALUD PÚBLICA Y BIENESTAR SOCIAL,3- *,5- DISMINUIR LA PREVALENCIA DE LAS ENFERMEDADES EN NIÑOS Y ADOLESCENTES MENORES DE 0 A 18 AÑOS.,823836660648
12-PODER EJECUTIVO,09-MINISTERIO DE JUSTICIA Y TRABAJO,4- ASISTIR ADMINISTRATIVAMENTE A 14 PENITENCIARIAS DEL PAIS,1- INSTITUCION ENCARGADA DE COORDINAR LAS TAREAS ADMINISTRATIVAS DE TODAS LAS DEPENDENCIAS Y PENITENCIARIAS DEPENDIENTES DEL VIVE MINISTERIO DE JUSTICIA Y DERECHO HUMANO,815045449992
14-CONTRALORÍA GENERAL DE LA REPÚBLICA,01-CONTRALORÍA GENERAL DE LA REPÚBLICA,"1- CONSISTE EN REALIZAR LA DIRECCIÓN, COORDINACIÓN Y CONTROL DE LAS TAREAS DE NATURALEZA ADMINISTRATIVA Y FINANCIERA, ADEMÁS DE LA PLANIFICACIÓN, ASISTENCIA, ASESORAMIENTO TÉCNICO, JURÍDICO Y DE CALIDAD A LAS UNIDADES ORGANIZACIONALES Y DE CONDUCCIÓN SUPER (...)",0- 0,800567476056
12-PODER EJECUTIVO,08-MINISTERIO DE SALUD PÚBLICA Y BIENESTAR SOCIAL,"1- -PROMOVER LA PARTICIPACIÓN CIUDADANA EN EL ACCIONAR DEL SISTEMA NACIONAL DE SALUD MEDIANTE PROCESOS DE INFORMACIÓN, EDUCACIÓN Y COMUNICACIÓN, QUE FOMENTEN LA PROMOCIÓN DE LA SALUD Y LA PREVENCIÓN DE ENFERMEDADES, EN EL ÁMBITO COLECTIVO, FAMILIAR E INDIV (...)","9- LA SITUACIÓN DE SALUD ES LA DE UN DEPARTAMENTO EN DESARROLLO, DONDE AÚN PREVALECEN ENFERMEDADES COMO LAS INFECCIONES RESPIRATORIAS AGUDAS (I. R. A.), LAS ENFERMEDADES DIARREICAS, PARASITARIAS, DESNUTRICIÓN, TUBERCULOSIS, COMPLICACIONES DEL PARTO, CARDIO (...)",799159079340
23-ENTES AUTÓNOMOS Y AUTÁRQUICOS,16-SERVICIO NACIONAL DE CALIDAD Y SALUD ANIMAL,"1- SON LAS ACCIONES INSTITUCIONALES REALIZADAS EN EL MARCO DE LA CALIDAD Y SALUD ANIMAL CON EL OBJETO DE MANTENER Y MEJORAR EL STATUS SANITARIO ANIMAL NACIONAL, VOLVER A SUS PRODUCTOS Y SUBPRODUCTOS MAS COMPETITIVOS GARANTIZANDO SU INOCUIDAD PARA EL CONSUM (...)","1- CUMPLIR CON LAS OBLIGACIONES SALARIALES, AGUINALDO , HORAS EXTRAS, BONIFICACIONES FAMILIAR Y RESPONSABILIDAD INSTITUCIONA,OTROS)",798745492272
12-PODER EJECUTIVO,08-MINISTERIO DE SALUD PÚBLICA Y BIENESTAR SOCIAL,"1- -PROMOVER LA PARTICIPACIÓN CIUDADANA EN EL ACCIONAR DEL SISTEMA NACIONAL DE SALUD MEDIANTE PROCESOS DE INFORMACIÓN, EDUCACIÓN Y COMUNICACIÓN, QUE FOMENTEN LA PROMOCIÓN DE LA SALUD Y LA PREVENCIÓN DE ENFERMEDADES, EN EL ÁMBITO COLECTIVO, FAMILIAR E INDIV (...)","5- CREADO POR EL DECRETO Nº 21376, DE FECHA 05/06/98. ART. 16 POR EL CUAL SE ESTABLECE QUE LAS REGIONES SANITARIAS ESTEN NOMINADAS CON EL MISMO NOMBRE DEL DEPARTAMENTO SEGUN LA DIVISION POLITICA DEL PAIS",768689555016
25-EMPRESAS PÚBLICAS,05-DIRECCIÓN NACIONAL DE AERONAÚTICA CIVIL,"1- -CONTROLES INTERNOS IMPLEMENTADOS.
-TIEMPO EMPLEADO EN GESTIÓN Y TRÁMITES ADMINISTRATIVOS.","0- UNIDAD QUE SE ENCARGA DEL APOYO A LAS DEPENDENCIAS DE SERVICIOS. SU FUNCION ES BASICAMENTE ADMINISTRATIVA, NORMATIVA Y DE DIRECCION",765201206256
25-EMPRESAS PÚBLICAS,07-INDUSTRIA NACIONAL DEL CEMENTO,"1- LOS PRINCIPALES INDICADORES DEL PROGRAMA DE ADMINISTRACIÓN PARA EL AÑO 2012 SON:
- PROCEDIMIENTOS ADMINISTRATIVOS MEJORADOS.
- PROGRAMAS DE PROMOCIÓN Y ASISTENCIA TÉCNICA.
- POTENCIAR NUEVOS MERCADOS PARA EL USO DEL CEMENTO EN OBRAS NO TRADICIONALES.",0- *,760704544212
13-PODER JUDICIAL,01-CORTE SUPREMA DE JUSTICIA,13- *,0- *,760044388932
12-PODER EJECUTIVO,09-MINISTERIO DE JUSTICIA Y TRABAJO,8- HABILITACIÓN DE 4933 CURSOS Y 91352 MATRÍCULAS,1- *,759710494188
12-PODER EJECUTIVO,08-MINISTERIO DE SALUD PÚBLICA Y BIENESTAR SOCIAL,"1- -PROMOVER LA PARTICIPACIÓN CIUDADANA EN EL ACCIONAR DEL SISTEMA NACIONAL DE SALUD MEDIANTE PROCESOS DE INFORMACIÓN, EDUCACIÓN Y COMUNICACIÓN, QUE FOMENTEN LA PROMOCIÓN DE LA SALUD Y LA PREVENCIÓN DE ENFERMEDADES, EN EL ÁMBITO COLECTIVO, FAMILIAR E INDIV (...)","11- LA UNDECIMA REGION SANITARIA DEPTO CENTRAL TIENE UNA POBLACION DE 1.513.882 HABITANTES QUE CONSTITUYE EL 20% DE LA POBLACION TOTAL DEL PAIS, EN ELLA SE ENCUENTRAN 19 DISTRITOS, EN LOS CUALES SE ENCUENTRAN DISTRIBUIDOS 63 SERVICIOS  DE SALUD QUE ATIENDE (...)",753462968160
28-UNIVERSIDADES NACIONALES,01-UNIVERSIDAD NACIONAL DE ASUNCIÓN,1- EFECTIVIDAD EN LA GESTION ADMINISTRATIVA,0- *,741333208116
23-ENTES AUTÓNOMOS Y AUTÁRQUICOS,03-INSTITUTO NACIONAL DE DESARROLLO RURAL Y DE LA TIERRA,1- GESTIÓN ADMINISTRATIVA EFICIENTE A FIN DE COADYUVAR AL CUMPLIMIENTO DE FINES INSTITUCIONALES,0- *,732492829704
12-PODER EJECUTIVO,08-MINISTERIO DE SALUD PÚBLICA Y BIENESTAR SOCIAL,"1- -PROMOVER LA PARTICIPACIÓN CIUDADANA EN EL ACCIONAR DEL SISTEMA NACIONAL DE SALUD MEDIANTE PROCESOS DE INFORMACIÓN, EDUCACIÓN Y COMUNICACIÓN, QUE FOMENTEN LA PROMOCIÓN DE LA SALUD Y LA PREVENCIÓN DE ENFERMEDADES, EN EL ÁMBITO COLECTIVO, FAMILIAR E INDIV (...)","7- LA VIIA.REGION SANITARIA ITAPUA FUE CREADA SEGUN EL DECRETO Nº4.267 DE FECHA 17/06/1994,POR EL CUAL SE ESTABLECE EL LIMITE GEOGRAFICO Y DE COBERTURA POBLACIONAL DE LAS REGIONES SANITARIAS EN DIRECTA RELACION CON LA DIVISION POLITICA DEPARTAMENTAL DEL PA (...)",726008830716
12-PODER EJECUTIVO,03-MINISTERIO DEL INTERIOR,6- *,0- *,724549449060
12-PODER EJECUTIVO,01-PRESIDENCIA DE LA REPÚBLICA,30- *,2- *,722370228420
12-PODER EJECUTIVO,08-MINISTERIO DE SALUD PÚBLICA Y BIENESTAR SOCIAL,"1- -PROMOVER LA PARTICIPACIÓN CIUDADANA EN EL ACCIONAR DEL SISTEMA NACIONAL DE SALUD MEDIANTE PROCESOS DE INFORMACIÓN, EDUCACIÓN Y COMUNICACIÓN, QUE FOMENTEN LA PROMOCIÓN DE LA SALUD Y LA PREVENCIÓN DE ENFERMEDADES, EN EL ÁMBITO COLECTIVO, FAMILIAR E INDIV (...)",3- LA TERCERA REGION SANITARIA DE CORDILLERA ENTIDAD DESECENTRALIZADA POR DECRETO DEL AÑO 1.994.DEPENDIENTE DEL MINISTERIO DE SALUD PUBLICA Y BIENESTAR SOCIAL,721341906564
23-ENTES AUTÓNOMOS Y AUTÁRQUICOS,18-SERVICIO NACIONAL DE CALIDAD Y SANIDAD VEGETAL Y DE SEMILLAS,"1- TENIENDO EN CUENTA QUE EL SENAVE SE ENCUENTRA EN PROCESO DE CRESIMIENTO INSTITUCIONAL SOBRE LA BASE DEL CONSTANTE AUMENTO DE LA DEMANDA DE SERVICIOS POR PARTE DE LOS USUARIOS , RELACIONADOS A LA PRODUCCION Y AL COMERCIO AGRICOLA, SE REQUIERE MEJORAR , P (...)",0- *,721265754576
12-PODER EJECUTIVO,13-MINISTERIO DE OBRAS PÚBLICAS Y COMUNICACIONES,"2- - GESTIÓN ADMINISTRATIVA, PRESUPUESTARIA, FINANCIERA Y ECONÓMICAS,   LOGRADAS.
- RECAUDACIÓN DE RECURSOS PROPIOS Y PAGO DE OBLIGACIONES CONTRAIDAS,   LOGRADAS.
- PLANIFICACIÓN ECONÓMICA, PRESUPUESTARIA Y FINANCIERA, LOGRADAS.
- ADMINISTRACIÓN DE ADQUISI (...)",0- *,720429033000
13-PODER JUDICIAL,01-CORTE SUPREMA DE JUSTICIA,1- *,0- *,717368678424
12-PODER EJECUTIVO,01-PRESIDENCIA DE LA REPÚBLICA,1- *,0- *,696736974948
12-PODER EJECUTIVO,08-MINISTERIO DE SALUD PÚBLICA Y BIENESTAR SOCIAL,"1- -PROMOVER LA PARTICIPACIÓN CIUDADANA EN EL ACCIONAR DEL SISTEMA NACIONAL DE SALUD MEDIANTE PROCESOS DE INFORMACIÓN, EDUCACIÓN Y COMUNICACIÓN, QUE FOMENTEN LA PROMOCIÓN DE LA SALUD Y LA PREVENCIÓN DE ENFERMEDADES, EN EL ÁMBITO COLECTIVO, FAMILIAR E INDIV (...)","18- LA XVIII REGIÓN SANITARIA  ES UN COMPONENTE FUNDAMENTAL DE LOS SERVICIOS DE SALUD Y FUE CREADA POR EL DECRETO N° 4.267 DE FECHA 17/06/94, CUYA FUNCIÓN PRINCIPAL ES LA DE REALIZAR PROMOCION Y PREVENCION DE LA SALUD, ADEMAS DE PROPORCIONAR  ASISTENCIA ME (...)",685351164180
28-UNIVERSIDADES NACIONALES,01-UNIVERSIDAD NACIONAL DE ASUNCIÓN,9- -FORMAR PROFESIONALES EN CIENCIAS VETERINARIAS. REALIZAR TRABAJOS DE INVESTIGACION EN EL AREA PECUARIA. PRESTAR SERVICIOS DE ASISTENCIA TECNICA Y CAPACITACION PROFESIONAL.PRESTAR SERVICIOS DE ASISTENCIA MEDICA-HOSPITALARIA.PRESTAR SERVICIOS LABORATORIAL (...),6- *,676940480076
12-PODER EJECUTIVO,10-MINISTERIO DE AGRICULTURA Y GANADERÍA,6- *,"4- EL OBJ. GRAL DEL PRONAF SE ORIENTA POR LO SIGTES PRINCIP.GRALES:A)REGLAS CLARAS Y TRASNP.P/ACCEDER A LOS APOYOS(MONTOS,MECANIS)B)IDENTICACION DEL PRODUCTOR.C) RESP. Y COMPROM. DE LOS PROD., RESPECTO A LA UTILIZ,DE LOS APOYOS Y PLANES DE PROD.D)EVALUACIO (...)",676368193284
28-UNIVERSIDADES NACIONALES,01-UNIVERSIDAD NACIONAL DE ASUNCIÓN,"13- -DESARROLLAR LOS CONTENIDOS CURRICULARES DEL PLAN DE ESTUDIOS, INVOLUCRANDO PARTICULARMENTE A LOS DOCENTES Y ALUMNOS, DE TAL FORMA A LOGRAR LA CALIDAD DE LA EDUCACION SUPERIOR, LA RENOVACIÓN DE LAS ENSEÑANZAS Y EL APRENDIZAJE PARA LA FORMACIÓN DE UN NU (...)",1- DESARROLLO DE PROGRAMAS,669867349320
12-PODER EJECUTIVO,08-MINISTERIO DE SALUD PÚBLICA Y BIENESTAR SOCIAL,3- *,3- ATENDER  Y PREVENIR  A LA MAYOR CANTIDAD DE LA POBLACIÓN CON ENFERMEDADES ONCOLÓGICAS Y DEGENERATIVAS.,658435050252
